dataset_index,cube,geo_group,season,donor_index,donor_cube,suffix_horizon,state_A_B_l1,state_A_donor_l1,n_valid,target_sum,target_sum_sq,D20_sse,D20_sum_abs,A_sse,A_sum_abs,B_sse,B_sum_abs,donor_sse,donor_sum_abs,A_B_output_mae,A_D20_output_mae,B_D20_output_mae,donor_A_output_mae
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,5,0.17466141283512115,0.6891167163848877,4065,1234.065185546875,440.2420654296875,204.49664306640625,735.6005859375,184.19967651367188,686.84619140625,169.48789978027344,653.66845703125,245.36953735351562,828.0309448242188,0.012509377673268318,0.01584257185459137,0.027455294504761696,0.048611536622047424
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,6,0.17466141283512115,0.6891167163848877,114,26.391769409179688,7.831875801086426,14.607053756713867,38.152008056640625,13.073143005371094,35.82817077636719,12.42824649810791,34.79570770263672,14.98599624633789,38.59967041015625,0.009485970251262188,0.020815091207623482,0.030301060527563095,0.025411758571863174
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,7,0.17466141283512115,0.6891167163848877,626,259.76397705078125,124.83386993408203,45.18767166137695,124.7213134765625,44.80035400390625,124.09026336669922,39.866241455078125,115.6060791015625,67.517578125,157.3314666748047,0.02358105778694153,0.0064139598980546,0.025158757343888283,0.08328035473823547
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,8,0.17466141283512115,0.6891167163848877,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,9,0.17466141283512115,0.6891167163848877,826,337.04876708984375,174.8848114013672,109.40158081054688,237.341796875,101.01881408691406,227.19918823242188,92.51803588867188,216.62200927734375,125.74281311035156,250.9736328125,0.026272578164935112,0.020018747076392174,0.04625919088721275,0.04248494654893875
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,10,0.17466141283512115,0.6891167163848877,4087,1672.046630859375,785.8983154296875,246.4393768310547,768.0894165039062,219.30313110351562,716.390625,197.970703125,677.8115844726562,276.18621826171875,812.3364868164062,0.019528107717633247,0.022030340507626534,0.0415273979306221,0.0387759692966938
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,1,0.15137457847595215,0.656261682510376,15560,3864.9072265625,1146.37890625,162.35543823242188,688.4417724609375,157.45359802246094,645.7562866210938,163.2434539794922,717.1924438476562,163.98867797851562,924.9637451171875,0.006784270517528057,0.007886729203164577,0.007027359213680029,0.053369589149951935
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,2,0.15137457847595215,0.656261682510376,15560,3922.863525390625,1182.336181640625,175.01507568359375,755.3424072265625,167.810546875,706.912109375,171.5079345703125,761.8253784179688,179.4410400390625,1016.7979736328125,0.004687164910137653,0.0069359238259494305,0.006310926750302315,0.06348305940628052
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,3,0.15137457847595215,0.656261682510376,15560,3906.46630859375,1157.3868408203125,165.01222229003906,792.0225830078125,158.7955322265625,767.9261474609375,162.5585479736328,811.578857421875,176.29571533203125,1067.694580078125,0.00496259331703186,0.006275917869061232,0.006264035124331713,0.06410257518291473
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,4,0.15137457847595215,0.656261682510376,15560,3955.37890625,1175.537841796875,155.95468139648438,745.9102172851562,148.5819091796875,702.239990234375,153.93511962890625,770.2449951171875,160.3782958984375,981.4285278320312,0.005678016226738691,0.0063862926326692104,0.006175578571856022,0.06327693164348602
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,5,0.15137457847595215,0.656261682510376,15560,3836.25390625,1090.8013916015625,127.69047546386719,686.94921875,121.25444030761719,650.4192504882812,125.58346557617188,710.6046752929688,144.017578125,1012.4403076171875,0.005135319661349058,0.005996054038405418,0.006063003558665514,0.06642474979162216
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,6,0.15137457847595215,0.656261682510376,6561,1449.029541015625,416.6126708984375,72.25196838378906,355.2424011230469,70.933349609375,318.1033020019531,70.61531066894531,312.4940185546875,103.18274688720703,652.237548828125,0.0038604596629738808,0.010277979075908661,0.013518358580768108,0.0661538764834404
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,7,0.15137457847595215,0.656261682510376,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,8,0.15137457847595215,0.656261682510376,15560,4170.943359375,1239.0814208984375,101.06391906738281,720.978271484375,102.98007202148438,715.799072265625,104.70431518554688,721.13037109375,155.03839111328125,1272.1832275390625,0.004668481647968292,0.008237296715378761,0.012253573164343834,0.06812934577465057
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,9,0.15137457847595215,0.656261682510376,15560,4317.62060546875,1301.574951171875,89.31317138671875,720.0477905273438,93.33921813964844,734.4512939453125,96.39688110351562,749.776123046875,134.0245361328125,1165.8653564453125,0.00569649925455451,0.009869555942714214,0.015170355327427387,0.06544187664985657
420,minicube_4_29SPC_38.66_-7.79,29SPC,2022-05,470,minicube_95_32TNR_45.18_9.23,10,0.15137457847595215,0.656261682510376,3445,758.3906860351562,172.7873077392578,5.005822658538818,100.35409545898438,5.959594249725342,112.42402648925781,6.660770416259766,120.38751983642578,18.743209838867188,210.67849731445312,0.006159113720059395,0.012743729166686535,0.018802983686327934,0.06949206441640854
